id,timestamp,source,rating,feedback_text,sentiment,category,issue_summary
1280,2024-01-31 18:30:00,survey_comment,3,The invoice amount does not match what the app showed me (order #667851),negative,Billing,Invoice amount does not match app display.
1416,2024-01-09 18:30:00,survey_comment,2,My order arrived almost an hour late and the food was cold (order #788793),negative,Delivery,Order arrived late and food was cold.
2431,2024-01-19 18:30:00,app_store_review,1,APP STUCK ON LOADING SCREEN FOR 5 MINUTES THEN CLOSED - MY PIZZA ORDER IN DELHI,negative,App Bug,App stuck on loading screen and then closed.
2421,15/01/2024,survey_comment,2,App keeps crashing every time I open the cart (order #606110),negative,App Bug,App crashes when opening the cart.
2792,N/A,survey_comment,1,Customer care kept me on hold for 40 minutes then disconnected. This is the third time.,negative,Staff/Support,Customer care kept user on hold and then disconnected.
2446,2024-02-25 18:30:00,support_ticket,1,"Cannot add address, the save button is greyed out (order #102359)",negative,App Bug,Unable to add address due to greyed-out save button.
1783,2024-03-10 18:30:00,support_ticket,1,The new versiooon drains my battery so fast (order #505205),negative,App Bug,New app version drains battery quickly.
2312,2024-02-15 18:21:30,app_store_review,5,"Great experience overall, food always fresh Agent Rahul was handling it.",positive,Other,Great experience with fresh food.
1449,2024-01-06 00:00:00,support_ticket,,"Best delivery service in my city, never had an issue (order #913331)",positive,Delivery,Best delivery service with no issues.
2769,N/A,survey_comment,1,Login button does nothing on the latest update - my burger order in Hyderabad,negative,App Bug,Login button is unresponsive after update.
2798,2024-03-15 18:30:00,app_store_review,3,Thank you to the agent Priya who handled my complaint so well. This is the fourth time.,positive,Staff/Support,Agent Priya handled complaint well.
2236,2024-02-29 18:30:00,support_ticket,5,"Super easy to use and quick checkout, well done team Agent Priya was handling it.",positive,Other,Super easy to use app with quick checkout.
1071,2024-03-08 18:30:00,app_store_review,2,Coupon SAVE50 did not apply at checkout and I paid full price Agent Arjun was handling it.,negative,Billing,Coupon did not apply at checkout.
1702,2024-01-01 18:30:00,support_ticket,2,Delivery person was rude and threw the bag on the floor - my biryani order in Mumbai,negative,Delivery,Delivery person was rude and threw the bag.
2444,2024-01-18 18:30:00,app_store_review,2,The support agent was very helpful and solved my issue quickly - my thali order in Hyderabad,positive,Staff/Support,Support agent was helpful and resolved the issue quickly.
1413,2024-03-26 00:00:00,support_ticket,,Login button does nothing on the latest update (order #633036),negative,App Bug,Login button is unresponsive after update.
2167,2024-03-11 23:07:54,survey_comment,2,Chat support gave me copy paste answers that did not help - my thali order in Hyderabad,negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
1361,2024-01-04 15:44:00,app_store_review,,"Super easy to use and quick checkout, well done team - my sushi order in Chennai",positive,Other,Super easy to use app with quick checkout.
2393,N/A,support_ticket,5,"  Super easy to use and quick checkout, well done team (order #746233)   ",positive,Other,Super easy to use app with quick checkout.
2372,N/A,survey_comment,2,GOT CHARGED FOR A SUBSCRIPTION I CANCELLED LAST MONTH - MY BURGER ORDER IN MUMBAI,negative,Billing,Charged for a cancelled subscription.
1265,2024-01-09 18:30:00,survey_comment,3,Delivery person was rude and threw the bag on the floor Agent Priya was handling it.,negative,Delivery,Delivery person was rude and threw the bag.
1790,2024-01-21 18:30:00,app_store_review,5,"Love this app, ordering is so smooth and fast (order #265603)",positive,Other,App provides smooth and fast ordering.
2239,2024-03-10 18:30:00,support_ticket,,"LOVE THIS APP, ORDERING IS SO SMOOTH AND FAST",positive,Other,App provides smooth and fast ordering.
1319,2024-01-11 18:30:00,app_store_review,,Order marked delivered but nothing arrived at my place Agent Priya was handling it.,negative,Delivery,Order marked delivered but not received.
1208,2024-02-23 18:30:00,app_store_review,1,App keeps crashing every time I open the cart (order #299254),negative,App Bug,App crashes when opening the cart.
2291,2024-01-11 05:29:57,support_ticket,1,"My refund still hasn't come after 10 days, this is ridiculous (order #109089)",negative,Billing,Refund not received after 10 days.
1528,17/01/2024,app_store_review,2,"Items were missing from my delivery, got only half the order (order #465549)",negative,Delivery,Items missing from delivery.
2513,2024-03-16 18:30:00,app_store_review,4,"PERFECT, THE APP FROZE AGAIN, WHAT A WONDERFUL FEATURE",negative,App Bug,App froze again.
1915,2024-03-02 00:00:00,app_store_review,3,App keeps crashing every time I open the cart (order #263459),negative,App Bug,App crashes when opening the cart.
1091,2024-03-21 23:34:28,survey_comment,,Delivery person was rude and threw the bag on the floor - my pizza order in Kolkata,negative,Delivery,Delivery person was rude and threw the bag.
2040,2024-03-02 06:29:01,app_store_review,,Payment failed but money got deducted from my account - my thali order in Delhi,negative,Billing,Payment failed but money was deducted.
1874,2024-03-13 18:30:00,survey_comment,1,"  Package was left at the wrong door, I never received it (order #398739)   ",negative,Delivery,"Package left at wrong door, not received."
1785,2024-02-27 18:30:00,survey_comment,,The map screen freezes and I cannot place an order - my milk order in Delhi,negative,App Bug,"Map screen freezes, preventing order placement."
1484,2023-12-31 18:30:00,app_store_review,3,"Items were missing from my delivery, got only half the order (order #580233)",negative,Delivery,Items missing from delivery.
1264,2024-10-31 18:30:00,support_ticket,1,"My refund still hasn't come after 10 days, this is ridiculous. This is the fourth time.",negative,Billing,Refund not received after 10 days.
1135,2024-01-06 18:30:00,support_ticket,1,Order marked delivered but nothing arrived at my place - my burger order in Bangalore,negative,Delivery,Order marked delivered but not received.
2378,2024-03-06 18:30:00,app_store_review,1,The invoice amount does not match what the app showed me (order #436055),negative,Billing,Invoice amount does not match app display.
1569,2024-02-03 18:30:00,support_ticket,4,"Love this app, ordering is so smooth and fast - my biryani order in Kolkata",positive,Other,App provides smooth and fast ordering.
2358,2024-05-02 18:30:00,app_store_review,1,The store staff was friendly when I picked up my order - my groceries order in Mumbai,positive,Staff/Support,Store staff was friendly during pickup.
2134,14/01/2024,survey_comment,1,Waited two hours and the order was finally cancelled by the app (order #785577),negative,Delivery,Order cancelled by app after two-hour wait.
1662,2024-01-25 14:13:26,app_store_review,3,Why is there a service fee I never agreed to on my bill (order #848226),negative,Billing,Unagreed service fee on bill.
1831,N/A,survey_comment,,The map screen freezes and I cannot place an order (order #850534),negative,App Bug,"Map screen freezes, preventing order placement."
1301,2024-03-23 00:00:00,support_ticket,1,Customer care kept me on hold for 40 minutes then disconnected - my fruits order in Mumbai!!!!,negative,Staff/Support,Customer care kept user on hold and then disconnected.
1716,N/A,app_store_review,1,Chat support gave me copy paste answers that did not help (order #893310),negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
1729,2024-01-05 18:30:00,survey_comment,2,WAITED TWO HOURS AND THE ORDER WAS FINALLY CANCELLED BY THE APP. THIS IS THE FIRST TIME.,negative,Delivery,Order cancelled by app after two-hour wait.
1958,2024-03-06 18:30:00,support_ticket,1,The support agent was very helpful and solved my issue quickly (order #877725),positive,Staff/Support,Support agent was helpful and resolved the issue quickly.
1588,2024-03-27 20:54:57,survey_comment,4,"Super easy to use and quick checkout, well done team (order #488414)",positive,Other,Super easy to use app with quick checkout.
2425,2024-01-14 22:14:34,app_store_review,5,"Five stars, the app is fantastic and reliable (order #921534)",positive,Other,App is fantastic and reliable.
1263,20/03/2024,support_ticket,1,Thank you to the agent Priya who handled my complaint so well - my burger order in Chennai,positive,Staff/Support,Agent Priya handled complaint well.
2303,2024-01-19 00:00:00,survey_comment,5,"Love this app, ordering is so smooth and fast (order #285710)",positive,Other,App provides smooth and fast ordering.
1441,2024-01-17 18:30:00,survey_comment,3,Delivery person was rude and threw the bag on the floor. This is the second time.,negative,Delivery,Delivery person was rude and threw the bag.
1073,2024-01-14 18:30:00,survey_comment,1,Coupon SAVE50 did not apply at checkout and I paid full price Agent Sana was handling it.,negative,Billing,Coupon did not apply at checkout.
2776,N/A,app_store_review,,Chat support gave me copy paste answers that did not help (order #703080),negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
1452,2024-03-07 18:30:00,app_store_review,1,Customer care kept me on hold for 40 minutes then disconnected - my pizza order in Kolkata,negative,Staff/Support,Customer care kept user on hold and then disconnected.
1883,2024-09-01 18:30:00,support_ticket,2,APP STUCK ON LOADING SCREEN FOR 5 MINUTES THEN CLOSED,negative,App Bug,App stuck on loading screen and then closed.
1766,2024-01-02 18:30:00,app_store_review,1,Search bar shows no results even for items that exist (order #983825),negative,App Bug,Search bar shows no results for existing items.
1438,2024-06-30 18:30:00,app_store_review,4,"Best delivery service in my city, never had an issue Agent Sana was handling it.",positive,Delivery,Best delivery service with no issues.
1323,2024-02-17 00:00:00,support_ticket,1,Order marked delivered but nothing arrived at my place Agent Sana was handling it.,negative,Delivery,Order marked delivered but not received.
1089,2024-02-11 18:30:00,survey_comment,5,"  Love this app, ordering is so smooth and fast (order #934816)   ",positive,Other,App provides a smooth and fast ordering experience.
1673,2024-01-10 18:30:00,survey_comment,1,Got charged for a subscription I cancelled last month Agent Neha was handling it.!!!!,negative,Billing,User was charged for a cancelled subscription.
1836,N/A,survey_comment,1,Nobody from support replied to my three emails (order #514515),negative,Staff/Support,Support did not reply to emails.
1112,2024-01-02 20:57:06,support_ticket,1,Delivery person was rude and threw the bag on the floor - my biryani order in Chennai,negative,Delivery,Delivery person was rude and mishandled the package.
1827,2024-03-01 06:25:02,survey_comment,,"Package was left at the wrong door, I never received it (order #769068)",negative,Delivery,Package was delivered to the wrong address and not received.
1475,2024-02-02 18:30:00,support_ticket,,"Cannot add address, the save button is greyed out. This is the first time.",negative,App Bug,Unable to add address as the save button is greyed out.
2784,2024-03-02 18:30:00,support_ticket,,THANK YOU TO THE AGENT PRIYA WHO HANDLED MY COMPLAINT SO WELL AGENT ANIL WAS HANDLING IT.,positive,Staff/Support,Agent Priya handled the complaint very well.
2182,2024-02-23 18:30:00,app_store_review,,App stuck on loading screen for 5 minutes then closed - my fruits order in Bangalore!!!!,negative,App Bug,App got stuck on the loading screen and then closed.
1002,2024-01-17 18:30:00,support_ticket,1,My order arrived almost an hour late and the food was cold (order #343962),negative,Delivery,Order arrived late and the food was cold.
1381,2024-02-24 18:30:00,support_ticket,3,Driver could not find my building and just cancelled (order #969005),negative,Delivery,Driver cancelled the order after failing to find the building.
1119,N/A,survey_comment,1,DELIVERY PERSON WAS RUDE AND THREW THE BAG ON THE FLOOR (ORDER #637234),negative,Delivery,Delivery person was rude and mishandled the package.
1094,2024-03-07 18:30:00,survey_comment,5,"Great experience overall, food always fresh Agent Meera was handling it.",positive,Other,Had a great experience with fresh food.
1950,2024-01-16 18:30:00,survey_comment,5,"Five stars, the app is fantastic and reliable - my thali order in Chennai!!!!",positive,Other,App is fantastic and reliable.
1715,2024-01-17 17:33:53,app_store_review,1,Coupon SAVE50 did not apply at checkout and I paid full price (order #911763),negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
1806,2024-01-20 18:30:00,support_ticket,,"DOUBLE DEDUCTION ON MY CARD FOR ORDER, NEED THIS REVERSED ASAP AGENT VIKRAM WAS HANDLING IT.",negative,Billing,Double deduction occurred on the card for an order.
1061,2024-03-19 18:30:00,support_ticket,5,"Best delivery service in my city, never had an issue - my milk order in Kolkata",positive,Other,Best delivery service with no issues.
2347,N/A,support_ticket,2,The map screen freezes and I cannot place an order (order #346208),negative,App Bug,"Map screen freezes, preventing order placement."
2295,2024-03-15 00:00:00,app_store_review,,Waited two hours and the order was finally cancelled by the app (order #120923),negative,Delivery,Order was cancelled by the app after a two-hour wait.
1007,2024-03-17 18:30:00,app_store_review,2,Delivery person was rude and threw the bag on the floor Agent Rahul was handling it.,negative,Delivery,Delivery person was rude and mishandled the package.
2212,2024-03-07 18:30:00,app_store_review,2,"PACKAGE WAS LEFT AT THE WRONG DOOR, I NEVER RECEIVED IT (ORDER #639737)",negative,Delivery,Package was delivered to the wrong address and not received.
1814,2024-01-06 07:46:49,survey_comment,2,Driver could not find my building and just cancelled - my pizza order in Pune,negative,Delivery,Driver cancelled the order after failing to find the building.
1954,19/01/2024,support_ticket,3,Chat support gave me copy paste answers that did not help (order #250753),negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
1947,2024-02-16 18:30:00,app_store_review,2,Waited two hours and the order was finally cancelled by the app - my thali order in Pune,negative,Delivery,Order was cancelled by the app after a two-hour wait.
2397,2024-02-26 18:30:00,survey_comment,,"Five stars, the app is fantastic and reliable - my pizza order in Hyderabad",positive,Other,App is fantastic and reliable.
2127,2024-01-08 16:05:54,support_ticket,3,Login button does nothing on the latest update (order #313198),negative,App Bug,Login button is unresponsive after the latest update.
1430,2024-05-02 18:30:00,survey_comment,2,Order marked delivered but nothing arrived at my place - my thali order in Bangalore,negative,Delivery,Order was marked delivered but not received.
1247,2024-01-09 18:30:00,support_ticket,5,"  Super easy to use and quick checkout, well done team (order #692862)   ",positive,Other,App is super easy to use with quick checkout.
2086,2024-02-12 18:30:00,survey_comment,,"GREAT EXPERIENCE OVERALL, FOOD ALWAYS FRESH (ORDER #312511)",positive,Other,Had a great experience with fresh food.
1188,2024-03-18 18:30:00,app_store_review,5,"Great experience overall, food always fresh Agent Priya was handling it.",positive,Other,Had a great experience with fresh food.
2290,2024-03-11 00:00:00,survey_comment,1,WAITED TWO HOURS AND THE ORDER WAS FINALLY CANCELLED BY THE APP (ORDER #874337),negative,Delivery,Order was cancelled by the app after a two-hour wait.
1668,2024-01-25 18:30:00,survey_comment,1,App stuck on loading screen for 5 minutes then closed Agent Meera was handling it.,negative,App Bug,App got stuck on the loading screen and then closed.
2377,2024-02-24 18:30:00,app_store_review,3,"My refund still hasn't come after 10 days, this is ridiculous - my groceries order in Delhi!!!!",negative,Billing,Refund has not been processed after 10 days.
2391,2024-02-08 18:30:00,survey_comment,3,"I was charged twice for the same order, please refund the extra amount (order #454005)",negative,Billing,User was charged twice for the same order.
1807,2024-03-07 18:30:00,survey_comment,3,Notifications stopped working after the update - my burger order in Delhi,negative,App Bug,Notifications stopped working after the app update.
1909,2024-01-12 18:30:00,survey_comment,2,Waited two hours and the order was finally cancelled by the app. This is the fourth time.,negative,Delivery,Order was cancelled by the app after a two-hour wait.
1942,2024-02-14 18:30:00,survey_comment,3,Coupon SAVE50 did not apply at checkout and I paid full price. This is the first time.,negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
1516,2024-02-28 00:00:00,app_store_review,1,Custooomer care kept me on hold for 40 minutes then disconnected. This is the fourth time.,negative,Staff/Support,Customer care kept the user on hold for 40 minutes and then disconnected.
1886,2024-02-23 18:30:00,support_ticket,5,"Love this app, ordering is so smooth and fast (order #673129)",positive,Other,App provides a smooth and fast ordering experience.
2076,2024-02-19 18:30:00,app_store_review,,"Best delivery service in my city, never had an issue Agent Arjun was handling it.",positive,Other,Best delivery service with no issues.
2790,2024-01-14 18:30:00,survey_comment,,"Cannot add address, the save button is greyed out - my thali order in Kolkata.",negative,App Bug,Unable to add address as the save button is greyed out.
1176,2024-03-23 18:30:00,support_ticket,3,"Package was left at the wrong door, I never received it Agent Arjun was handling it.!!!!",negative,Delivery,Package was delivered to the wrong address and not received.
2335,2024-01-04 18:30:00,survey_comment,2,The store staff was friendly when I picked up my order (order #144454),positive,Staff/Support,Store staff was friendly during order pickup.
1420,N/A,app_store_review,2,Driver could not find my building and just cancelled. This is the third time.,negative,Delivery,Driver cancelled the order after failing to find the building.
1351,2024-02-26 18:30:00,survey_comment,5,"Best delivery service in my city, never had an issue (order #519692)",positive,Other,Best delivery service with no issues.
1722,2024-03-04 07:37:07,survey_comment,,"Cannot add address, the save button is greyed out (order #264458)",negative,App Bug,Unable to add address as the save button is greyed out.
1225,2024-03-22 23:17:24,app_store_review,1,Search bar shows no results even for items that exist Agent Rahul was handling it.,negative,App Bug,Search bar shows no results for existing items.
1409,2024-02-14 00:00:00,survey_comment,2,"Double deduction on my card for order, need this reversed asap Agent Rahul was handling it.",negative,Billing,Double deduction occurred on the card for an order.
2406,2024-02-25 00:00:00,app_store_review,2,Login button does nothing on the latest update (order #109171),negative,App Bug,Login button is unresponsive after the latest update.
1589,2024-02-20 18:29:03,support_ticket,1,The invoice amount does not match what the app showed me Agent Meera was handling it.,negative,Billing,Invoice amount does not match the amount shown in the app.
1752,2024-02-04 00:00:00,app_store_review,2,My order arrived almost an hour late and the food was cold. This is the third time.,negative,Delivery,Order arrived late and the food was cold.
2289,2024-02-20 18:30:00,support_ticket,2,Customer care kept me on hold for 40 minutes then disconnected (order #882208),negative,Staff/Support,Customer care kept the user on hold for 40 minutes and then disconnected.
1259,2024-02-01 18:30:00,app_store_review,2,Chat support gave me copy paste answers that did not help (order #796787),negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
2282,2024-03-11 18:30:00,app_store_review,5,"Super easy to use and quick checkout, well done team - my burger order in Chennai",positive,Other,App is super easy to use with quick checkout.
2207,2024-01-25 18:30:00,app_store_review,1,Login button does nothing on the latest update Agent Anil was handling it.,negative,App Bug,Login button is unresponsive after the latest update.
2195,2024-02-10 18:30:00,support_ticket,2,"Items were missing frooom my delivery, got only half the order Agent Rahul was handling it.",negative,Delivery,"Items were missing from the delivery, only half the order was received."
1216,2024-09-01 18:30:00,app_store_review,2,"My refund still hasn't cooome after 10 days, this is ridiculous. This is the second time.",negative,Billing,Refund has not been processed after 10 days.
2253,N/A,survey_comment,2,Search bar shows no results even for items that exist (order #730745),negative,App Bug,Search bar shows no results for existing items.
2288,2024-01-13 18:30:00,app_store_review,2,Notifications stopped working after the update. This is the second time.,negative,App Bug,Notifications stopped working after the app update.
1751,2024-01-10 00:00:00,app_store_review,,Driver cooould not find my building and just cancelled,negative,Delivery,Driver cancelled the order after failing to find the building.
1542,2024-08-01 18:30:00,survey_comment,1,Coupon SAVE50 did not apply at checkout and I paid full price - my groceries order in Delhi,negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
2478,17/02/2024,survey_comment,3,Notifications stopped working after the update. This is the first time.,negative,App Bug,Notifications stopped working after the app update.
1978,2024-02-27 18:30:00,survey_comment,2,Order marked delivered but nothing arrived at my place (order #719208),negative,Delivery,Order was marked delivered but not received.
2121,N/A,app_store_review,1,The store staff was friendly when I picked up my order. This is the first time.,positive,Staff/Support,Store staff was friendly during order pickup.
2500,2024-02-29 18:30:00,app_store_review,2,Got charged for a subscription I cancelled last month (order #878251),negative,Billing,User was charged for a cancelled subscription.
2154,2024-03-19 18:30:00,support_ticket,2,Thank you to the agent Priya who handled my complaint so well - my pizza order in Delhi,positive,Staff/Support,Agent Priya handled the complaint very well.
2063,2024-02-07 18:30:00,app_store_review,1,Login button does nothing on the latest update. This is the third time.,negative,App Bug,Login button is unresponsive after the latest update.
2149,2024-02-24 18:30:00,app_store_review,1,Why is there a service fee I never agreed to on my bill. This is the fourth time.,negative,Billing,User was charged an unagreed service fee on the bill.
2340,2024-03-06 18:30:00,survey_comment,2,App keeps crashing every time I open the cart - my groceries order in Chennai,negative,App Bug,App keeps crashing when opening the cart.
1198,2024-03-13 00:00:00,support_ticket,3,"It is okay, nothing special!!!!",neutral,Other,"Experience was okay, nothing special."
1789,15/02/2024,app_store_review,,"Great experience overall, food always fresh - my biryani order in Hyderabad",positive,Other,Had a great experience with fresh food.
2000,2024-03-06 08:13:56,survey_comment,5,"Super easy to use and quick checkout, well done team - my groceries order in Bangalore",positive,Other,App is super easy to use with quick checkout.
1283,2024-03-22 18:30:00,support_ticket,1,Customer care kept me on hold for 40 minutes then disconnected (order #373668),negative,Staff/Support,Customer care kept the user on hold for 40 minutes and then disconnected.
1596,2024-03-27 14:51:26,survey_comment,2,Chat support gave me copy paste answers that did not help (order #123107),negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
1997,2024-01-10 00:00:00,support_ticket,1,"PACKAGE WAS LEFT AT THE WRONG DOOR, I NEVER RECEIVED IT (ORDER #721880)",negative,Delivery,Package was delivered to the wrong address and not received.
1242,2024-02-27 18:30:00,survey_comment,3,WHY IS THERE A SERVICE FEE I NEVER AGREED TO ON MY BILL - MY BURGER ORDER IN HYDERABAD,negative,Billing,User was charged an unagreed service fee on the bill.
1688,2024-03-23 18:30:00,app_store_review,4,"Great experience overall, food always fresh - my groceries order in Kolkata",positive,Other,Had a great experience with fresh food.
2363,2024-01-01 18:30:00,app_store_review,,"Super easy to use and quick checkout, well done team Agent Vikram was handling it.",positive,Other,App is super easy to use with quick checkout.
1286,2024-03-12 18:30:00,support_ticket,5,"Great experience overall, food always fresh (order #845702)",positive,Other,Had a great experience with fresh food.
1012,2024-02-24 18:30:00,app_store_review,2,App keeps crashing every time I open the cart Agent Rahul was handling it.,negative,App Bug,App keeps crashing when opening the cart.
2489,2024-03-07 18:30:00,support_ticket,5,"Five stars, the app is fantastic and reliable (ooorder #388628)",positive,Other,App is fantastic and reliable.
1779,N/A,survey_comment,3,Customer care kept me on hold for 40 minutes then disconnected,negative,Staff/Support,Customer care kept the user on hold for 40 minutes and then disconnected.
1735,2024-03-24 18:30:00,survey_comment,2,The support agent was very helpful and solved my issue quickly (order #714646),positive,Staff/Support,Support agent was very helpful and quickly solved the issue.
2788,2024-01-15 18:13:05,survey_comment,3,MY ORDER ARRIVED ALMOST AN HOUR LATE AND THE FOOD WAS COLD. THIS IS THE FOURTH TIME.,negative,Delivery,Order arrived late and the food was cold.
1485,2024-01-10 00:00:00,survey_comment,3,"Items were missing from my delivery, got only half the order (order #817552)",negative,Delivery,"Items were missing from the delivery, only half the order was received."
1048,2024-01-22 20:56:26,survey_comment,2,The map screen freezes and I cannot place an order (order #342495),negative,App Bug,"Map screen freezes, preventing order placement."
1773,2024-02-05 18:30:00,support_ticket,2,"Package was left at the wrong door, I never received it - my fruits order in Hyderabad",negative,Delivery,Package was delivered to the wrong address and not received.
1159,2024-02-09 18:30:00,app_store_review,1,Order marked delivered but nothing arrived at my place - my biryani order in Delhi,negative,Delivery,Order was marked delivered but not received.
1744,2024-01-11 18:30:00,survey_comment,3,"Package was left at the wrong door, I never received it Agent Sana was handling it.",negative,Delivery,Package was delivered to the wrong address and not received.
2369,2024-03-10 18:30:00,survey_comment,5,"Best delivery service in my city, never had an issue Agent Priya was handling it.",positive,Other,Best delivery service with no issues.
1968,2024-02-18 18:30:00,support_ticket,,Coupon SAVE50 did not apply at checkout and I paid full price - my groceries order in Hyderabad!!!!,negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
2066,2024-02-29 18:30:00,support_ticket,2,Customer care kept me on hold for 40 minutes then disconnected (order #678985),negative,Staff/Support,Customer care kept the user on hold for 40 minutes and then disconnected.
1888,2024-01-23 00:00:00,survey_comment,,The invoice amount does not match what the app showed me. This is the first time.!!!!,negative,Billing,Invoice amount does not match the amount shown in the app.
2106,2024-02-14 18:30:00,app_store_review,2,Customer care kept me on hold for 40 minutes then disconnected - my biryani order in Chennai,negative,Staff/Support,Customer care kept the user on hold for 40 minutes and then disconnected.
2297,21/02/2024,app_store_review,2,"Items were missing from my delivery, got only half the order (order #929389)",negative,Delivery,"Items were missing from the delivery, only half the order was received."
1941,2024-01-07 16:06:00,app_store_review,5,"Best delivery service in my city, never had an issue - my biryani order in Delhi",positive,Other,Best delivery service with no issues.
2477,2024-03-07 18:30:00,support_ticket,1,"Items were missing from my delivery, got only half the order (order #345808)",negative,Delivery,"Items were missing from the delivery, only half the order was received."
1327,N/A,app_store_review,1,App stuck on loading screen for 5 minutes then closed Agent Sana was handling it.,negative,App Bug,App got stuck on the loading screen and then closed.
2809,2024-04-02 18:30:00,survey_comment,3,the support agent was very helpful and solved my issue quickly agent meera was handling it.,positive,Staff/Support,Support agent was very helpful and quickly solved the issue.
1774,2024-02-10 18:30:00,app_store_review,2,Notifications stopped working after the update (order #143141),negative,App Bug,Notifications stopped working after the app update.
1289,2024-02-03 00:00:00,support_ticket,2,"My refund still hasn't come after 10 days, this is ridiculous (order #777366)",negative,Billing,Refund has not been processed after 10 days.
1415,2024-03-09 18:30:00,survey_comment,2,"I was charged twice for the same order, please refund the extra amount Agent Neha was handling it.",negative,Billing,User was charged twice for the same order.
2123,2024-02-23 18:30:00,app_store_review,,Thank you to the agent Priya who handled my complaint so well Agent Arjun was handling it.,positive,Staff/Support,Agent Priya handled the complaint very well.
2348,2024-02-01 18:30:00,support_ticket,4,"Best delivery service in my city, never had an issue (order #516849)",positive,Other,Best delivery service with no issues.
2458,2024-03-25 18:30:00,app_store_review,1,"DOUBLE DEDUCTION ON MY CARD FOR ORDER, NEED THIS REVERSED ASAP. THIS IS THE THIRD TIME.",negative,Billing,Double deduction occurred on the card for an order.
1962,2024-02-26 18:30:00,app_store_review,5,"Super easy to use and quick checkout, well done team - my sushi order in Hyderabad",positive,Other,App is super easy to use with quick checkout.
1206,2024-02-14 18:30:00,support_ticket,1,Food was spilled all over the bag when it reached me (order #313214),negative,Delivery,Food was spilled all over the bag upon delivery.
2110,2024-03-04 00:00:00,app_store_review,,Driver could not find my building and just cancelled (order #768444),negative,Delivery,Driver cancelled the order after failing to find the building.
1004,26/01/2024,app_store_review,,The invoice amount does not match what the app showed me (order #988662),negative,Billing,Invoice amount does not match the amount shown in the app.
1578,2024-03-19 04:56:12,support_ticket,,"Super easy to use and quick checkout, well done team. This is the first time.",positive,Other,App is super easy to use with quick checkout.
1461,2024-02-21 18:30:00,support_ticket,1,Payment failed but money got deducted from my account (order #698749),negative,Billing,Payment failed but money was deducted from the account.
1178,2024-02-17 04:41:29,survey_comment,,"Best delivery service in my city, never had an issue. This is the third time.",positive,Other,Best delivery service with no issues.
1760,2024-01-22 00:00:00,app_store_review,3,Order marked delivered but nothing arrived at my place (order #108474),negative,Delivery,Order was marked delivered but not received.
1805,2024-02-15 18:30:00,survey_comment,,The new version drains my battery so fast Agent Rahul was handling it.,negative,App Bug,New app version drains battery quickly.
1027,2024-10-01 18:30:00,support_ticket,3,CHAT SUPPORT GAVE ME COPY PASTE ANSWERS THAT DID NOT HELP (ORDER #515011),negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
1189,2024-01-10 18:30:00,app_store_review,1,Driver could not find my building and just cancelled - my groceries order in Mumbai,negative,Delivery,Driver cancelled the order after failing to find the building.
1799,2024-03-10 18:30:00,survey_comment,,LOGIN BUTTON DOES NOTHING ON THE LATEST UPDATE (ORDER #637395),negative,App Bug,Login button is unresponsive after the latest update.
1887,2024-12-01 18:30:00,app_store_review,2,The invoice amount does not match what the app showed me. This is the third time.,negative,Billing,Invoice amount does not match the amount shown in the app.
1095,2024-01-04 18:30:00,support_ticket,3,"I was charged twice for the same order, please refund the extra amount - my sushi order in Pune",negative,Billing,User was charged twice for the same order.
1041,N/A,app_store_review,2,Thank you to the agent Priya who handled my complaint so well. This is the first time.,positive,Staff/Support,Agent Priya handled the complaint very well.
1897,2024-01-19 18:30:00,support_ticket,3,App stuck on loading screen for 5 minutes then closed (order #286367),negative,App Bug,App got stuck on the loading screen and then closed.
2317,2024-02-23 18:30:00,app_store_review,2,"Items were missing frooom my delivery, got only half the order - my fruits order in Mumbai",negative,Delivery,"Items were missing from the delivery, only half the order was received."
1758,N/A,support_ticket,5,"BEST DELIVERY SERVICE IN MY CITY, NEVER HAD AN ISSUE",positive,Other,Best delivery service with no issues.
1374,2024-01-12 18:30:00,support_ticket,1,Driver could not find my building and just cancelled (order #282237),negative,Delivery,Driver cancelled the order after failing to find the building.
1828,2024-03-21 18:30:00,survey_comment,1,Waited two hours and the order was finally cancelled by the app - my groceries order in Bangalore,negative,Delivery,Order was cancelled by the app after a two-hour wait.
1035,N/A,app_store_review,,"Best delivery service in my city, never had an issue (order #925622)",positive,Other,Best delivery service with no issues.
1407,2024-01-17 18:30:00,app_store_review,2,DRIVER COULD NOT FIND MY BUILDING AND JUST CANCELLED (ORDER #791423),negative,Delivery,Driver cancelled the order after failing to find the building.
1072,2024-01-01 18:30:00,app_store_review,1,Payment failed but money got deducted from my account. This is the third time.,negative,Billing,Payment failed but money was deducted from the account.
1201,2024-01-27 18:30:00,app_store_review,3,The map screen freezes and I cannot place an order. This is the fourth time.,negative,App Bug,"Map screen freezes, preventing order placement."
